죄종별,항목,2018 년,2019 년,2020 년,2021 년,2022 년
아동학대처벌법위반(상습유사강간),검거건수[건],-,-,-,-,-
아동학대처벌법위반(상습유사강간),발생건수 대비 검거건수[%],-,-,-,-,-
아동학대처벌법위반(상습유사강간),검거인원[명],-,-,-,-,-
아동학대처벌법위반(상습유사강간),남자검거인원[명],-,-,-,-,-
아동학대처벌법위반(상습유사강간),여자검거인원[명],-,-,-,-,-
아동학대처벌법위반(상습유사강간),불상검거인원[명],-,-,-,-,-
아동학대처벌법위반(상습유사강간),법인체[개],-,-,-,-,-
강제추행,발생건수[건],17053,17120,15344,13962,15864
강제추행,검거건수[건],16324,16395,14864,13215,14953
강제추행,발생건수 대비 검거건수[%],95.7,95.8,96.9,94.6,94.3
강제추행,검거인원[명],17943,18216,16649,14030,15800
강제추행,남자검거인원[명],17185,17359,15837,13389,15107
강제추행,여자검거인원[명],565,667,664,575,583
강제추행,불상검거인원[명],193,190,148,66,110
강제추행,법인체[개],-,-,-,-,-
강제추행,발생건수[건],11308,11600,11038,9550,11121
강제추행,검거건수[건],10874,11163,10708,9117,10562
강제추행,발생건수 대비 검거건수[%],96.2,96.2,97,95.5,95
강제추행,검거인원[명],11894,12367,11897,9695,11192
강제추행,남자검거인원[명],11323,11716,11230,9173,10637
강제추행,여자검거인원[명],446,524,564,482,490
강제추행,불상검거인원[명],125,127,103,40,65
강제추행,법인체[개],-,-,-,-,-
강제추행(상습),발생건수[건],22,11,25,20,26
강제추행(상습),검거건수[건],22,11,25,20,26
강제추행(상습),발생건수 대비 검거건수[%],100,100,100,100,100
강제추행(상습),검거인원[명],26,12,22,18,22
강제추행(상습),남자검거인원[명],22,12,20,18,20
강제추행(상습),여자검거인원[명],4,-,2,-,2
강제추행(상습),불상검거인원[명],-,-,-,-,-
강제추행(상습),법인체[개],-,-,-,-,-
준강제추행,발생건수[건],753,785,723,684,666
준강제추행,검거건수[건],743,767,715,669,645
준강제추행,발생건수 대비 검거건수[%],98.7,97.7,98.9,97.8,96.8
준강제추행,검거인원[명],833,829,833,715,684
준강제추행,남자검거인원[명],819,815,819,698,670
준강제추행,여자검거인원[명],6,8,11,14,11
준강제추행,불상검거인원[명],8,6,3,3,3
준강제추행,법인체[개],-,-,-,-,-
준강제추행(상습),발생건수[건],2,-,1,-,-
준강제추행(상습),검거건수[건],2,-,1,-,-
준강제추행(상습),발생건수 대비 검거건수[%],100,-,100,-,-
준강제추행(상습),검거인원[명],2,-,1,-,-
준강제추행(상습),남자검거인원[명],2,-,1,-,-
준강제추행(상습),여자검거인원[명],-,-,-,-,-
준강제추행(상습),불상검거인원[명],-,-,-,-,-
준강제추행(상습),법인체[개],-,-,-,-,-
강제추행상해·치상,발생건수[건],146,160,153,131,123
강제추행상해·치상,검거건수[건],140,155,149,129,117
강제추행상해·치상,발생건수 대비 검거건수[%],95.9,96.9,97.4,98.5,95.1
강제추행상해·치상,검거인원[명],154,187,164,138,123
강제추행상해·치상,남자검거인원[명],153,175,160,134,116
강제추행상해·치상,여자검거인원[명],1,11,4,4,6
강제추행상해·치상,불상검거인원[명],-,1,-,-,1
강제추행상해·치상,법인체[개],-,-,-,-,-
강제추행살인·치사,발생건수[건],-,-,-,-,-
강제추행살인·치사,검거건수[건],-,-,-,-,-
강제추행살인·치사,발생건수 대비 검거건수[%],-,-,-,-,-
강제추행살인·치사,검거인원[명],-,-,-,-,-
강제추행살인·치사,남자검거인원[명],-,-,-,-,-
강제추행살인·치사,여자검거인원[명],-,-,-,-,-
강제추행살인·치사,불상검거인원[명],-,-,-,-,-
강제추행살인·치사,법인체[개],-,-,-,-,-
업무상위력등에의한추행,발생건수[건],295,236,291,369,330
업무상위력등에의한추행,검거건수[건],296,234,285,359,321
업무상위력등에의한추행,발생건수 대비 검거건수[%],100.3,99.2,97.9,97.3,97.3
업무상위력등에의한추행,검거인원[명],323,273,323,373,318
업무상위력등에의한추행,남자검거인원[명],315,255,309,369,311
업무상위력등에의한추행,여자검거인원[명],8,18,13,4,7
업무상위력등에의한추행,불상검거인원[명],-,-,1,-,-
업무상위력등에의한추행,법인체[개],-,-,-,-,-
친족관계에의한강제추행,발생건수[건],305,284,300,300,283
친족관계에의한강제추행,검거건수[건],299,281,299,286,275
친족관계에의한강제추행,발생건수 대비 검거건수[%],98,98.9,99.7,95.3,97.2
친족관계에의한강제추행,검거인원[명],350,318,336,303,296
친족관계에의한강제추행,남자검거인원[명],341,314,333,299,283
친족관계에의한강제추행,여자검거인원[명],9,4,3,4,12
친족관계에의한강제추행,불상검거인원[명],-,-,-,-,1
친족관계에의한강제추행,법인체[개],-,-,-,-,-
장애인에대한강제추행·추행,발생건수[건],378,371,349,321,359
장애인에대한강제추행·추행,검거건수[건],361,361,346,305,324
장애인에대한강제추행·추행,발생건수 대비 검거건수[%],95.5,97.3,99.1,95,90.3
장애인에대한강제추행·추행,검거인원[명],414,429,426,335,356
장애인에대한강제추행·추행,남자검거인원[명],395,412,409,320,347
장애인에대한강제추행·추행,여자검거인원[명],12,13,13,14,7
장애인에대한강제추행·추행,불상검거인원[명],7,4,4,1,2
장애인에대한강제추행·추행,법인체[개],-,-,-,-,-
청소년에대한강제추행·추행,발생건수[건],1317,1164,800,841,930
청소년에대한강제추행·추행,검거건수[건],1266,1130,781,814,900
청소년에대한강제추행·추행,발생건수 대비 검거건수[%],96.1,97.1,97.6,96.8,96.8
청소년에대한강제추행·추행,검거인원[명],1417,1283,881,869,944
청소년에대한강제추행·추행,남자검거인원[명],1359,1235,853,837,917
청소년에대한강제추행·추행,여자검거인원[명],50,38,22,28,23
청소년에대한강제추행·추행,불상검거인원[명],8,10,6,4,4
청소년에대한강제추행·추행,법인체[개],-,-,-,-,-
미성년자추행(심신미약자),발생건수[건],3,1,4,8,6
미성년자추행(심신미약자),검거건수[건],3,1,3,8,6
미성년자추행(심신미약자),발생건수 대비 검거건수[%],100,100,75,100,100
미성년자추행(심신미약자),검거인원[명],2,1,3,8,7
미성년자추행(심신미약자),남자검거인원[명],2,1,3,7,5
미성년자추행(심신미약자),여자검거인원[명],-,-,-,1,1
미성년자추행(심신미약자),불상검거인원[명],-,-,-,-,1
미성년자추행(심신미약자),법인체[개],-,-,-,-,-
미성년자의제강제추행,발생건수[건],25,28,24,39,54
미성년자의제강제추행,검거건수[건],23,27,26,35,55
미성년자의제강제추행,발생건수 대비 검거건수[%],92,96.4,108.3,89.7,101.9
미성년자의제강제추행,검거인원[명],27,34,36,38,63
미성년자의제강제추행,남자검거인원[명],27,33,36,37,60
미성년자의제강제추행,여자검거인원[명],-,1,-,1,2
미성년자의제강제추행,불상검거인원[명],-,-,-,-,1
미성년자의제강제추행,법인체[개],-,-,-,-,-
13세미만미성년자강제추행·추행,발생건수[건],801,846,667,677,724
13세미만미성년자강제추행·추행,검거건수[건],745,808,644,631,686
13세미만미성년자강제추행·추행,발생건수 대비 검거건수[%],93,95.5,96.6,93.2,94.8
13세미만미성년자강제추행·추행,검거인원[명],812,892,743,652,681
13세미만미성년자강제추행·추행,남자검거인원[명],770,848,713,623,659
13세미만미성년자강제추행·추행,여자검거인원[명],19,22,17,17,10
13세미만미성년자강제추행·추행,불상검거인원[명],23,22,13,12,12
13세미만미성년자강제추행·추행,법인체[개],-,-,-,-,-
공중밀집장소에서의추행,발생건수[건],1498,1429,809,816,998
공중밀집장소에서의추행,검거건수[건],1359,1254,724,641,801
공중밀집장소에서의추행,발생건수 대비 검거건수[%],90.7,87.8,89.5,78.6,80.3
공중밀집장소에서의추행,검거인원[명],1422,1309,764,648,821
공중밀집장소에서의추행,남자검거인원[명],1395,1278,743,638,808
공중밀집장소에서의추행,여자검거인원[명],8,13,6,4,4
공중밀집장소에서의추행,불상검거인원[명],19,18,15,6,9
공중밀집장소에서의추행,법인체[개],-,-,-,-,-
특수강제추행(준),발생건수[건],51,44,25,36,44
특수강제추행(준),검거건수[건],50,44,25,35,41
특수강제추행(준),발생건수 대비 검거건수[%],98,100,100,97.2,93.2
특수강제추행(준),검거인원[명],118,112,75,69,99
특수강제추행(준),남자검거인원[명],116,99,68,67,84
특수강제추행(준),여자검거인원[명],2,12,6,2,5
특수강제추행(준),불상검거인원[명],-,1,1,-,10
특수강제추행(준),법인체[개],-,-,-,-,-
주거침입강제추행,발생건수[건],144,158,128,145,142
주거침입강제추행,검거건수[건],137,156,127,141,139
주거침입강제추행,발생건수 대비 검거건수[%],95.1,98.7,99.2,97.2,97.9
주거침입강제추행,검거인원[명],145,164,133,145,137
주거침입강제추행,남자검거인원[명],142,161,131,145,136
주거침입강제추행,여자검거인원[명],-,2,-,-,1
주거침입강제추행,불상검거인원[명],3,1,2,-,-
주거침입강제추행,법인체[개],-,-,-,-,-
절도강제추행,발생건수[건],3,1,2,2,1
절도강제추행,검거건수[건],2,1,1,2,1
절도강제추행,발생건수 대비 검거건수[%],66.7,100,50,100,100
절도강제추행,검거인원[명],2,2,2,2,1
절도강제추행,남자검거인원[명],2,2,2,2,1
절도강제추행,여자검거인원[명],-,-,-,-,-
절도강제추행,불상검거인원[명],-,-,-,-,-
절도강제추행,법인체[개],-,-,-,-,-
특수강도강제추행,발생건수[건],1,2,5,2,1
특수강도강제추행,검거건수[건],1,2,5,2,1
특수강도강제추행,발생건수 대비 검거건수[%],100,100,100,100,100
특수강도강제추행,검거인원[명],1,4,10,1,2
특수강도강제추행,남자검거인원[명],1,3,7,1,2
특수강도강제추행,여자검거인원[명],-,1,3,-,-
특수강도강제추행,불상검거인원[명],-,-,-,-,-
특수강도강제추행,법인체[개],-,-,-,-,-
아동학대처벌법위반(상습강제추행·추행),발생건수[건],1,-,-,-,-
아동학대처벌법위반(상습강제추행·추행),검거건수[건],1,-,-,-,-
아동학대처벌법위반(상습강제추행·추행),발생건수 대비 검거건수[%],100,-,-,-,-
아동학대처벌법위반(상습강제추행·추행),검거인원[명],1,-,-,-,-
아동학대처벌법위반(상습강제추행·추행),남자검거인원[명],1,-,-,-,-
아동학대처벌법위반(상습강제추행·추행),여자검거인원[명],-,-,-,-,-
아동학대처벌법위반(상습강제추행·추행),불상검거인원[명],-,-,-,-,-
아동학대처벌법위반(상습강제추행·추행),법인체[개],-,-,-,-,-
16세미만아동·청소년추행,발생건수[건],,,,21,56
16세미만아동·청소년추행,검거건수[건],,,,21,53
16세미만아동·청소년추행,발생건수 대비 검거건수[%],,,,100,94.6
16세미만아동·청소년추행,검거인원[명],,,,21,54
16세미만아동·청소년추행,남자검거인원[명],,,,21,51
16세미만아동·청소년추행,여자검거인원[명],,,,-,2
16세미만아동·청소년추행,불상검거인원[명],,,,-,1
16세미만아동·청소년추행,법인체[개],,,,-,-
기타 강간·강제추행 등,발생건수[건],356,325,237,238,225
기타 강간·강제추행 등,검거건수[건],356,326,235,238,224
기타 강간·강제추행 등,발생건수 대비 검거건수[%],100,100.3,99.2,100,99.6
기타 강간·강제추행 등,검거인원[명],472,504,358,276,284
기타 강간·강제추행 등,남자검거인원[명],450,487,340,268,278
기타 강간·강제추행 등,여자검거인원[명],9,14,17,5,6
기타 강간·강제추행 등,불상검거인원[명],13,3,1,3,-
기타 강간·강제추행 등,법인체[개],-,-,-,-,-
강간등상해·치상,발생건수[건],92,107,78,104,84
강간등상해·치상,검거건수[건],89,107,78,103,88
강간등상해·치상,발생건수 대비 검거건수[%],96.7,100,100,99,104.8
강간등상해·치상,검거인원[명],111,124,91,119,99
강간등상해·치상,남자검거인원[명],107,122,87,114,98
강간등상해·치상,여자검거인원[명],1,1,4,2,1
강간등상해·치상,불상검거인원[명],3,1,-,3,-
강간등상해·치상,법인체[개],-,-,-,-,-
강간등살인·치사,발생건수[건],4,2,2,3,2
강간등살인·치사,검거건수[건],4,2,1,3,3
강간등살인·치사,발생건수 대비 검거건수[%],100,100,50,100,150
강간등살인·치사,검거인원[명],5,2,2,3,3
강간등살인·치사,남자검거인원[명],5,2,2,3,3
강간등살인·치사,여자검거인원[명],-,-,-,-,-
강간등살인·치사,불상검거인원[명],-,-,-,-,-
강간등살인·치사,법인체[개],-,-,-,-,-
친족관계에의한강간등,발생건수[건],-,-,1,-,1
친족관계에의한강간등,검거건수[건],-,-,1,-,1
친족관계에의한강간등,발생건수 대비 검거건수[%],-,-,100,-,100
친족관계에의한강간등,검거인원[명],1,-,1,-,1
친족관계에의한강간등,남자검거인원[명],1,-,1,-,1
친족관계에의한강간등,여자검거인원[명],-,-,-,-,-
친족관계에의한강간등,불상검거인원[명],-,-,-,-,-
친족관계에의한강간등,법인체[개],-,-,-,-,-
장애인에대한준강간등,발생건수[건],35,18,14,1,8
장애인에대한준강간등,검거건수[건],35,18,14,1,8
장애인에대한준강간등,발생건수 대비 검거건수[%],100,100,100,100,100
장애인에대한준강간등,검거인원[명],31,20,20,2,10
장애인에대한준강간등,남자검거인원[명],30,20,19,2,10
장애인에대한준강간등,여자검거인원[명],-,-,1,-,-
장애인에대한준강간등,불상검거인원[명],1,-,-,-,-
장애인에대한준강간등,법인체[개],-,-,-,-,-
청소년에대한강간등,발생건수[건],130,112,91,77,97
청소년에대한강간등,검거건수[건],131,111,89,77,91
청소년에대한강간등,발생건수 대비 검거건수[%],100.8,99.1,97.8,100,93.8
청소년에대한강간등,검거인원[명],207,244,171,91,114
청소년에대한강간등,남자검거인원[명],199,231,161,90,111
청소년에대한강간등,여자검거인원[명],7,12,9,1,3
청소년에대한강간등,불상검거인원[명],1,1,1,-,-
청소년에대한강간등,법인체[개],-,-,-,-,-
미성년자의제강간등,발생건수[건],-,-,-,,
미성년자의제강간등,검거건수[건],-,-,-,,
미성년자의제강간등,발생건수 대비 검거건수[%],-,-,-,,
미성년자의제강간등,검거인원[명],-,-,-,,
미성년자의제강간등,남자검거인원[명],-,-,-,,
